Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
130	10.5	6.1801295	28.0	-6.0	20.0	2.3147857	2.7734394	10.057338	-0.59520704	655000	-0.08861046	7.4149165	0.0	-0.048335075	1.3238382	2.4914741e-09	196.10137701034546
131	9.584	6.703055	30.0	-10.0	20.0	2.4157848	2.7945323	10.136001	-0.5820429	660000	-0.08781148	8.413796	0.0	-0.12313557	1.3233165	-2.8455258e-08	197.63679313659668
132	10.652	6.5941563	28.0	-7.0	20.0	2.2466211	2.752115	9.873239	-0.5203524	665000	-0.08684541	8.405488	0.0	-0.14496803	1.3223522	-1.4305115e-09	199.1249499320984
133	10.604	6.6644716	29.0	-18.0	20.0	2.5967176	2.8673346	10.234189	-0.6609848	670000	-0.081247516	8.741145	0.0	-0.05885315	1.3219078	3.7431716e-09	200.59491395950317
134	10.36	7.126177	30.0	-7.0	20.0	2.4508371	2.7294173	10.1570425	-0.47624904	675000	-0.092195615	8.3408	0.0	-0.10064125	1.3190387	-3.826618e-09	202.06854605674744
135	10.556	7.121718	29.0	-9.0	20.0	2.495445	2.8888857	10.387727	-0.5087685	680000	-0.08971971	8.899533	0.0	-0.024450302	1.3188798	-3.3497811e-09	203.60214114189148
136	10.408	6.7023535	29.0	-9.0	20.0	2.3530138	2.8126755	10.312106	-0.8289904	685000	-0.09802183	8.352001	0.0	-0.06620979	1.3162385	5.4836274e-10	205.07543325424194
137	11.588	7.3044	30.0	-10.0	20.0	2.6163669	2.7890968	10.401476	-0.69776094	690000	-0.09244172	9.323951	0.0	-0.080179214	1.3167621	9.739399e-09	206.54264903068542
138	10.076	5.8184385	25.0	-8.0	20.0	2.7420204	2.771553	10.507675	-0.29337376	695000	-0.09574976	7.794397	0.0	-0.27669907	1.3146982	1.6033649e-08	208.03288221359253
139	10.996	6.0461545	29.0	-8.0	20.0	2.3399556	2.8034499	9.949758	-0.8858676	700000	-0.093766585	8.621926	0.0	-0.12935925	1.3137743	-3.9339065e-09	209.51825499534607
140	11.4	7.0079956	30.0	-8.0	20.0	2.739837	2.7924728	10.030055	-0.3200035	705000	-0.09720918	9.040334	0.0	-0.082057	1.3140222	-2.4914741e-09	211.02306294441223
141	11.04	6.4104915	26.0	-8.0	20.0	2.735909	2.7437122	10.459512	-0.3256033	710000	-0.098478496	8.140349	0.0	-0.10228729	1.3107129	-6.556511e-10	212.50532913208008
142	11.064	6.3488507	30.0	-12.0	20.0	2.5100846	2.8714104	10.473777	-0.6560115	715000	-0.100863695	8.267003	0.0	-0.047747612	1.3071442	1.5592574e-08	213.9870960712433
143	10.932	6.8093596	30.0	-8.0	20.0	2.7358522	2.8478482	10.410034	-0.6181548	720000	-0.1071547	8.996934	0.0	-0.043421745	1.3072823	3.7908556e-09	215.45858502388
144	11.676	6.807277	30.0	-7.0	20.0	2.6271732	2.8209379	10.251182	-0.3594883	725000	-0.10191499	9.369647	0.0	-0.09237766	1.3065239	-2.2530555e-09	216.98055911064148
145	11.508	6.603176	30.0	-4.0	20.0	2.867891	2.8535707	10.589354	-0.82619804	730000	-0.10528406	8.371572	0.0	-0.109843254	1.3037056	-5.912781e-09	218.61206817626953
146	11.892	7.048428	35.0	-8.0	20.0	2.8268225	2.8089755	10.484534	-0.40163213	735000	-0.10822767	8.818629	0.0	-0.06981945	1.3021216	-8.618832e-09	220.14727020263672
147	10.984	7.3972793	30.0	-7.0	20.0	2.9794374	2.9092019	10.671692	-0.4304247	740000	-0.1077375	10.302507	0.0	-0.2684908	1.3042016	-8.21352e-09	221.64188718795776
148	11.64	6.677604	30.0	-6.0	20.0	2.674064	2.6704843	10.376937	-0.677556	745000	-0.10689975	8.863217	0.0	-0.19018173	1.29918	-1.3816357e-08	223.11622500419617
149	10.988	6.7914543	30.0	-11.0	20.0	2.8066108	2.757855	10.565906	-0.2887873	750000	-0.1032372	9.06566	0.0	-0.06536484	1.2978227	-1.1992454e-08	224.59860229492188
150	11.568	6.2926445	30.0	-4.0	20.0	2.750673	2.729696	10.440401	-0.35340345	755000	-0.102250144	8.457547	0.0	-0.07832718	1.2969768	6.341934e-09	226.0921652317047
151	11.68	7.3474894	35.0	-7.0	20.0	2.7782407	2.7782137	10.448917	-0.597439	760000	-0.10302287	9.77723	0.0	-0.04472828	1.292605	1.3971329e-08	227.57032799720764
152	11.852	7.1815104	30.0	-8.0	20.0	3.0195231	2.8048558	10.59255	-0.50581515	765000	-0.11447798	9.878406	0.0	-0.07316685	1.2958581	2.7298928e-08	229.0547001361847
153	12.308	6.932614	30.0	-8.0	20.0	3.0155754	2.7411373	10.667909	-0.8120171	770000	-0.10678241	8.888908	0.0	-0.12228012	1.2893966	-1.8417834e-08	230.51936411857605
154	11.64	6.3313823	30.0	-10.0	20.0	3.1764202	2.787365	10.683093	0.03519392	775000	-0.104922384	8.618512	0.0	-0.07843876	1.2897155	6.210804e-09	231.98812818527222
155	12.624	6.4220424	30.0	-3.0	20.0	2.9430828	2.7776034	10.427204	0.007553935	780000	-0.10992678	9.804046	0.0	-0.089468	1.2888919	-1.0585785e-08	233.48684215545654
156	12.052	6.75465	30.0	-9.0	20.0	3.1959944	2.8990612	10.859446	0.114997864	785000	-0.10434995	9.193303	0.0	-0.060591698	1.2854295	2.0158291e-08	234.97927498817444
157	12.496	6.442514	30.0	-7.0	20.0	3.0378747	2.826577	10.530085	-0.3750224	790000	-0.109618835	8.7826	0.0	-0.045773506	1.2846102	1.8668175e-08	236.45511317253113
158	12.34	6.159253	30.0	-2.0	20.0	3.18523	2.7803805	10.508451	0.24944454	795000	-0.10889308	8.716996	0.0	-0.03114891	1.2818044	1.168251e-09	237.9460892677307
159	12.792	7.112014	30.0	-10.0	20.0	3.1719599	2.7815828	10.593113	0.5296854	800000	-0.12029842	9.7214985	0.0	-0.11938095	1.2796295	-8.571148e-09	239.42558002471924
160	12.532	6.817109	30.0	-6.0	20.0	3.3005874	2.833803	10.898701	0.07787907	805000	-0.10679498	9.897112	0.0	-0.08794117	1.2791156	1.66893e-08	240.93204402923584
161	12.168	7.3072414	30.0	-14.0	20.0	3.2200162	2.7594318	10.660658	0.15164155	810000	-0.11430393	10.115719	0.0	-0.056718826	1.2787364	-1.1444092e-08	242.40771222114563
162	13.736	6.8913207	34.0	-5.0	20.0	3.0963678	2.7348707	10.73378	-0.2173158	815000	-0.12060348	10.640341	0.0	-0.3206873	1.2734021	5.161762e-09	243.89766716957092
163	13.188	6.676575	30.0	-8.0	20.0	3.5810835	2.9790604	11.3149395	-0.13137692	820000	-0.113990344	9.355055	0.0	-0.07442665	1.2743489	-1.3244152e-08	245.3715512752533
164	12.22	7.063399	30.0	-8.0	20.0	3.4933991	2.84951	11.003667	-0.044958174	825000	-0.11046958	10.013261	0.0	-0.22325993	1.272349	-4.851818e-09	246.8372950553894
165	12.672	6.580913	30.0	-6.0	20.0	3.1421351	2.8065035	10.628626	-0.15420532	830000	-0.11543234	9.297966	0.0	-0.117022514	1.2710791	3.7157534e-08	248.31227731704712
166	12.66	6.844589	30.0	-9.0	20.0	3.2505507	2.8149848	10.857702	-0.0007404089	835000	-0.11679888	9.869269	0.0	-0.029179573	1.2655237	-2.2470951e-08	249.80167412757874
167	12.556	7.401545	30.0	-10.0	20.0	3.2477665	2.7911754	10.833075	-0.02083975	840000	-0.117913425	10.58374	0.0	-0.078510284	1.266055	-9.453297e-09	251.27083206176758
168	13.388	6.8601356	35.0	-10.0	20.0	3.204256	2.8398433	10.847185	-0.13340425	845000	-0.11714019	9.550035	0.0	-0.14643669	1.2649972	-2.1100044e-08	252.73683905601501
169	13.092	6.7245474	30.0	-4.0	20.0	3.370578	2.8372197	10.962975	0.17958015	850000	-0.11942401	9.193706	0.0	-0.020190239	1.260462	8.261204e-09	254.20730018615723
170	13.224	6.466979	30.0	-7.0	20.0	3.3258746	2.8346565	10.933808	0.2827956	855000	-0.12223672	9.740793	0.0	-0.04510975	1.2596247	-9.477138e-09	255.70126914978027
171	13.144	7.342157	30.0	-18.0	20.0	3.5132759	2.799668	10.922552	0.3210733	860000	-0.11884016	11.141695	0.0	-0.08486557	1.2592831	1.449585e-08	257.18075013160706
172	13.172	7.112694	30.0	-5.0	20.0	3.3508594	2.7095308	10.8219	0.26339066	865000	-0.13059358	10.116285	0.0	-0.051775932	1.2572991	1.9967556e-08	258.6727910041809
173	13.508	6.7541056	30.0	-6.0	20.0	3.4431891	2.8407335	11.024283	0.15161586	870000	-0.11888144	9.983541	0.0	-0.029540062	1.2538941	1.655817e-08	260.16434502601624
174	13.368	7.0925717	30.0	-6.0	20.0	3.5295546	2.8125522	10.889654	0.30079097	875000	-0.113635495	10.927672	0.0	-0.041059494	1.2550735	5.2928923e-09	261.67502307891846
175	14.036	7.3164682	40.0	-6.0	20.0	3.4062102	2.709073	10.845699	0.38799256	880000	-0.122323096	10.926914	0.0	-0.15901756	1.2478179	2.4080276e-09	263.21889090538025
176	13.408	7.472719	35.0	-8.0	20.0	3.6113856	2.8862822	11.125091	0.4374407	885000	-0.12845284	10.377349	0.0	-0.06812668	1.2452581	1.6331672e-08	264.70474219322205
177	13.904	7.4091015	30.0	-9.0	20.0	3.6468406	2.8522966	11.243231	0.17053139	890000	-0.11838489	11.27439	0.0	-0.073887825	1.2483418	-8.773804e-09	266.1851680278778
178	14.04	7.471439	30.0	-12.0	20.0	3.5579407	2.8837876	11.042136	0.064750075	895000	-0.116703026	10.999406	0.0	-0.06170845	1.2428411	-5.6803227e-08	267.6648449897766
179	13.516	7.1722903	30.0	-4.0	20.0	3.6944485	2.7171896	11.018716	0.70106435	900000	-0.11623107	10.706623	0.0	-0.066306114	1.242403	3.7145615e-08	269.14136004447937
180	14.16	6.7698154	30.0	-5.0	20.0	3.5979571	2.7696402	10.89083	0.401177	905000	-0.117080115	10.353319	0.0	-0.06757736	1.2450393	-1.8286705e-08	270.6400532722473
181	14.908	8.151781	30.0	-8.0	20.0	3.891853	2.9165347	11.073822	0.5255693	910000	-0.12485282	13.355903	0.0	-0.2787037	1.2484567	-4.9352646e-09	272.1172330379486
182	14.46	7.553039	30.0	-10.0	20.0	4.0819125	2.7166145	11.268443	0.536883	915000	-0.121992566	11.027973	0.0	-0.15603638	1.239654	7.641315e-09	273.60328006744385
183	15.232	6.937592	30.0	-8.0	20.0	3.8306804	2.8986855	11.277388	-0.23240167	920000	-0.12593828	10.626758	0.0	-0.11370754	1.2386997	1.3005733e-08	275.0730700492859
184	14.344	7.608	39.0	-12.0	20.0	4.064612	2.868512	11.463124	0.9157035	925000	-0.12322615	11.67061	0.0	-0.17210865	1.2361683	-3.4570694e-10	276.53677892684937
185	14.764	7.0939627	30.0	-4.0	20.0	3.774532	2.8496847	11.193813	0.32640946	930000	-0.11869503	11.59612	0.0	-0.094641685	1.235029	7.5221065e-09	278.01868319511414
186	14.792	6.928545	30.0	-3.0	20.0	3.857762	2.804076	11.102684	0.39198518	935000	-0.13685736	10.469318	0.0	-0.115468025	1.2322551	-2.3841857e-09	279.5000250339508
187	15.148	6.7068696	30.0	-4.0	20.0	3.898799	2.9267735	11.411264	0.37828916	940000	-0.12457186	10.553679	0.0	-0.05687046	1.2245611	8.487701e-09	280.9879491329193
188	15.172	6.565852	30.0	-3.0	20.0	4.1372643	2.926194	11.53412	0.096609175	945000	-0.12912242	10.414727	0.0	-0.042464256	1.2269506	-6.4849854e-09	282.4649772644043
189	14.812	6.6048965	30.0	-1.0	20.0	3.9201949	2.8524818	11.341206	0.471905	950000	-0.13618419	10.245372	0.0	-0.06845665	1.217725	-1.8012523e-08	283.9454071521759
190	15.408	6.819497	30.0	-4.0	20.0	3.892061	2.8925827	11.184008	0.5686772	955000	-0.122609824	10.895221	0.0	-0.09835625	1.2202404	-7.927418e-09	285.4384660720825
191	14.336	7.0102143	30.0	-12.0	20.0	4.1658077	2.899914	11.431327	0.3893823	960000	-0.13352332	11.594044	0.0	-0.27457237	1.2219508	-2.143383e-08	286.9084882736206
192	14.8	7.219972	30.0	-8.0	20.0	3.7901077	2.814346	11.158228	-0.17295718	965000	-0.12210179	11.318389	0.0	-0.089567184	1.2196226	2.1481513e-08	288.39302110671997
193	15.244	7.013163	30.0	-5.0	20.0	3.9826157	2.817086	11.201435	0.18644941	970000	-0.12530516	11.293744	0.0	-0.061297417	1.2186849	-1.6403199e-08	289.8740060329437
194	14.964	6.7197247	39.0	-3.0	20.0	4.142614	2.8975341	11.412971	-0.090780675	975000	-0.12351212	10.668336	0.0	-0.11683941	1.2204189	-3.8027763e-09	291.34754824638367
195	15.436	7.5903826	40.0	-13.0	20.0	3.8836246	2.9681892	11.216294	-0.19984508	980000	-0.13960645	12.547309	0.0	-0.21543503	1.2157359	1.0931492e-08	292.82814717292786
196	14.476	7.3854876	40.0	-6.0	20.0	4.10239	2.7764137	11.365558	0.3790081	985000	-0.11623468	11.588875	0.0	-0.05286503	1.207296	-2.1886825e-08	294.30575728416443
197	14.552	7.52325	35.0	-6.0	20.0	4.019612	2.8469043	11.298255	-0.084091604	990000	-0.13094822	11.7121525	0.0	-0.02998352	1.2076305	-1.692772e-08	295.8030152320862
198	14.56	7.3657584	30.0	-8.0	20.0	3.937116	2.8188791	11.292715	-0.01853609	995000	-0.117005736	10.839677	0.0	-0.048013687	1.205713	-2.0861626e-09	297.2802789211273
199	14.836	6.9524894	30.0	-6.0	20.0	3.8264472	2.8443406	11.309791	0.24529475	1000000	-0.13276054	11.0088	0.0	-0.112607	1.202568	-1.6570091e-09	298.77896904945374
200	16.068	7.263565	35.0	-3.0	20.0	4.100954	2.8408148	11.390454	0.59173113	1005000	-0.11654535	12.114004	0.0	-0.18548012	1.1996521	1.5354157e-08	300.2759280204773
201	14.948	7.8679914	39.0	-12.0	20.0	4.3636045	2.7865887	11.633732	0.5394436	1010000	-0.12569132	12.523993	0.0	-0.2562914	1.2025295	-7.0333483e-10	301.748419046402
202	16.084	7.299106	30.0	-5.0	20.0	3.9062	2.9004514	11.504185	-0.0054969788	1015000	-0.13737236	11.471487	0.0	-0.24655533	1.1933671	-7.021427e-09	303.22821617126465
203	15.228	7.343025	30.0	-4.0	20.0	4.3493514	2.8647401	11.782606	0.8558755	1020000	-0.13395794	11.474767	0.0	-0.18689442	1.1949552	1.963377e-08	304.6954290866852
204	15.796	6.437576	30.0	-2.0	20.0	4.037049	2.9683888	11.627567	0.09816766	1025000	-0.12555414	10.410127	0.0	-0.15028286	1.1935849	3.374815e-08	306.1651020050049
205	15.68	7.606944	30.0	-6.0	20.0	4.3155403	2.9273717	11.565471	0.57925844	1030000	-0.11986186	12.542236	0.0	-0.10514259	1.1914426	1.295805e-08	307.63139510154724
206	15.46	7.6273456	40.0	-14.0	20.0	4.242379	2.824396	11.431229	0.081522465	1035000	-0.14240518	12.7269335	0.0	-0.15266037	1.1921997	-1.3065338e-08	309.1144061088562
207	16.408	6.828289	30.0	-6.0	20.0	4.091238	2.8678715	11.509847	0.4590724	1040000	-0.10917704	11.0380125	0.0	-0.4176302	1.183346	1.17897985e-08	310.59076619148254
208	16.74	7.1128335	40.0	-8.0	20.0	4.471522	3.04299	11.794857	0.23516595	1045000	-0.15025322	11.536879	0.0	-0.28393364	1.1858356	8.106232e-09	312.0715711116791
209	15.428	6.713331	30.0	1.0	20.0	4.551872	2.8245928	11.802228	1.1688906	1050000	-0.1426361	10.721607	0.0	-0.25939655	1.1811751	8.356571e-09	313.5329372882843
210	16.408	7.751744	35.0	-6.0	20.0	4.227784	2.961991	11.5242195	0.5548246	1055000	-0.12867118	12.251286	0.0	-0.10034561	1.1807044	-6.9260597e-09	315.0275230407715
211	16.32	7.1504965	30.0	-4.0	20.0	4.44228	2.9149086	11.627893	0.3361445	1060000	-0.11787772	12.27108	0.0	-0.035424232	1.1823584	-1.708269e-08	316.5034029483795
212	15.984	7.124026	30.0	-5.0	20.0	4.4677906	2.8653374	11.648201	0.48311567	1065000	-0.14003466	11.7631235	0.0	-0.083512306	1.1789839	-1.5091896e-08	317.9822840690613
213	16.48	7.749168	40.0	-11.0	20.0	4.2803054	2.8697724	11.754029	0.8703057	1070000	-0.13997586	12.347035	0.0	-0.15363598	1.1654115	-3.218651e-10	319.4655079841614
214	15.976	7.3424397	30.0	-8.0	20.0	4.66257	2.9416845	12.0095415	0.69172406	1075000	-0.14828458	11.562974	0.0	-0.17314816	1.1774462	-1.0120869e-08	321.02198600769043
215	16.112	7.814567	30.0	-2.0	20.0	4.3585634	2.9332426	11.742663	0.41156393	1080000	-0.13157128	12.785334	0.0	-0.18351936	1.1701266	6.043911e-09	322.48713517189026
216	17.124	7.4305196	39.0	-2.0	20.0	4.6539383	2.7992928	11.704089	0.62462074	1085000	-0.12588574	13.156897	0.0	-0.098516464	1.1724418	1.9347668e-08	323.9653239250183
217	16.448	6.7734256	30.0	-5.0	20.0	4.701153	2.814404	11.871164	1.1776237	1090000	-0.12554725	12.128557	0.0	-0.08593655	1.1740562	-2.6035309e-08	325.42651414871216
218	16.972	7.4497795	40.0	-6.0	20.0	4.529543	2.8726983	11.665238	0.80460125	1095000	-0.12765318	12.373341	0.0	-0.22439957	1.1634603	3.4689904e-09	326.8951840400696
219	17.088	7.437221	40.0	-6.0	20.0	4.7356443	2.9013922	12.002154	-0.3992746	1100000	-0.14277628	12.129939	0.0	-0.24854088	1.1623342	-2.5868416e-09	328.3699471950531
220	16.06	8.567871	39.0	-14.0	20.0	4.7555733	2.8180652	11.9601555	1.0142926	1105000	-0.123068124	14.21212	0.0	-0.4176321	1.1580062	2.503395e-10	329.87195110321045
221	15.968	7.845953	40.0	-12.0	20.0	4.3853583	2.8961022	11.775738	0.46053445	1110000	-0.10649338	12.528936	0.0	-0.099518776	1.1595807	-2.0110607e-08	331.3471620082855
222	16.356	8.048681	35.0	-4.0	20.0	4.2847924	3.0156565	11.60599	0.18438572	1115000	-0.13611597	12.27669	0.0	-0.15418625	1.158048	-2.0587445e-08	332.8237600326538
223	15.656	7.383337	30.0	-7.0	20.0	4.618184	2.9332614	11.902145	0.026510537	1120000	-0.13191631	12.921341	0.0	-0.27870464	1.1611856	-1.707077e-08	334.29389095306396
224	17.392	7.5449543	40.0	0.0	20.0	4.240369	2.8851411	11.35077	0.55054337	1125000	-0.12624666	13.384906	0.0	-0.38519573	1.1538529	2.1457672e-10	335.7614152431488
225	17.3	7.0649843	30.0	-1.0	20.0	4.7408924	2.8606431	11.879661	1.2835102	1130000	-0.14735062	12.177111	0.0	-0.07476139	1.1484917	1.0609627e-08	337.23319697380066
226	16.956	7.8354363	34.0	-12.0	20.0	4.7305064	2.969264	12.109777	1.0622014	1135000	-0.1544682	12.790279	0.0	-0.062282562	1.1450821	-3.3974648e-09	338.7100121974945
227	16.964	7.7837462	40.0	-11.0	20.0	4.7415686	2.9952195	12.113892	0.64781755	1140000	-0.15398555	13.462239	0.0	-0.25198936	1.1475167	4.9591065e-09	340.32632207870483
228	17.144	7.493148	30.0	-6.0	20.0	4.6490283	2.8573287	11.909811	1.1073416	1145000	-0.11624796	12.722909	0.0	-0.35949898	1.1476433	-2.7406216e-08	341.9103422164917
229	16.888	7.159571	39.0	-2.0	20.0	4.7498436	2.894529	11.906184	0.28337044	1150000	-0.12839581	12.727783	0.0	-0.16754723	1.1468846	1.5497208e-10	343.54994010925293
230	17.412	7.614871	40.0	-7.0	20.0	4.660125	3.0061662	11.81401	0.79860723	1155000	-0.13818604	12.978224	0.0	-0.080142975	1.1444831	2.2864342e-08	345.05937099456787
231	17.16	7.7947674	40.0	-2.0	20.0	4.779425	3.0116422	11.997995	1.120658	1160000	-0.13835809	13.014261	0.0	-0.12477875	1.1411673	-1.3208389e-08	346.5619161128998
232	17.52	7.625326	40.0	-7.0	20.0	4.6649127	3.0460696	12.024788	0.010741055	1165000	-0.14719212	12.596109	0.0	-0.0935173	1.1393216	-1.052618e-08	348.07226634025574
233	17.072	7.35247	39.0	-13.0	20.0	4.7542205	2.978065	12.182393	0.62897354	1170000	-0.13704887	11.432779	0.0	-0.07373333	1.1251575	-1.6844272e-08	349.591135263443
234	17.784	7.885261	35.0	-5.0	20.0	4.8684087	3.1177833	12.059583	0.841862	1175000	-0.15399793	13.11999	0.0	-0.12227917	1.1363577	-1.9788742e-09	351.0951142311096
235	17.672	8.112978	40.0	-10.0	20.0	4.8630977	2.9830155	12.181751	0.5874844	1180000	-0.14847428	13.114395	0.0	-0.06619167	1.1272645	-1.3494492e-08	352.58682107925415
236	17.36	7.454824	39.0	-7.0	20.0	4.9749756	2.9187338	12.204874	1.0473263	1185000	-0.14000523	12.690652	0.0	-0.06586838	1.1328427	2.849102e-09	354.0770061016083
237	17.864	7.657513	40.0	-4.0	20.0	4.9055576	2.9784799	12.176164	0.5730728	1190000	-0.15116225	12.805671	0.0	-0.063316345	1.1281366	-1.6605854e-08	355.58869314193726
238	18.608	7.474646	40.0	-4.0	20.0	5.1648045	2.9266493	12.197582	1.3121933	1195000	-0.13622618	14.159753	0.0	-0.05238056	1.1344002	-1.2397766e-09	357.0998680591583
239	17.66	7.6639676	40.0	-10.0	20.0	5.168335	2.923301	12.180106	1.1529958	1200000	-0.15294331	13.133419	0.0	-0.09794998	1.1290847	-1.6689301e-09	358.6046361923218
240	17.688	7.40099	40.0	-4.0	20.0	5.0311084	3.0048447	12.287782	0.8349782	1205000	-0.14253028	13.569473	0.0	-0.11251736	1.127318	-8.654594e-09	360.1449830532074
241	16.52	7.8435707	39.0	-3.0	20.0	4.763282	2.897529	12.027203	0.8214297	1210000	-0.13142337	13.425473	0.0	-0.19300556	1.1142008	-1.6987324e-08	361.6325490474701
242	17.532	7.68173	40.0	-8.0	20.0	4.588047	2.95927	11.842519	-0.13132972	1215000	-0.15471122	13.3672285	0.0	-0.17973042	1.1210123	7.1644783e-09	363.15619015693665
243	18.036	8.026625	39.0	-11.0	20.0	4.919294	2.9218364	12.268308	1.1122162	1220000	-0.13435192	13.746639	0.0	-0.07111454	1.1150732	1.5962124e-08	364.64831614494324
244	18.012	7.971189	40.0	-12.0	20.0	5.0616384	2.865561	12.237491	0.99030197	1225000	-0.14298746	14.19079	0.0	-0.06594467	1.112895	-9.870529e-09	366.1555562019348
245	18.324	7.458889	30.0	-1.0	20.0	5.178161	2.8952956	12.117632	1.2127045	1230000	-0.15110633	13.131084	0.0	-0.057144165	1.1148171	-1.5377999e-09	367.6626260280609
246	19.18	7.156787	40.0	-4.0	20.0	5.155578	2.957642	12.372138	1.2535756	1235000	-0.14282225	13.586808	0.0	-0.10446262	1.1129667	1.834631e-08	369.1877202987671
247	19.008	7.4086394	40.0	2.0	20.0	5.4412584	3.0115829	12.501525	1.615684	1240000	-0.13492475	13.3504095	0.0	-0.07808018	1.1117824	-7.951259e-09	370.70988416671753
248	17.688	7.9969153	37.0	-8.0	20.0	5.330314	2.9603055	12.432671	0.6905557	1245000	-0.13905534	14.395966	0.0	-0.2293644	1.1062882	5.00679e-10	372.23680090904236
249	17.888	8.006214	40.0	-9.0	20.0	5.0065775	2.9424913	12.141508	0.86818933	1250000	-0.14117073	13.107469	0.0	-0.039993286	1.1048181	1.3113022e-10	373.78930616378784
